application_id,score,pd,qaror,sabab,sabab_texnik,asosiy_omil,tavsiya_summa,limit,dti,pti,income_cv,scorecard_version
AP002408,545.9,0.448638,RAD_ETILDI,"Afsuski, hozircha kredit bera olmaymiz. Sabab: hozirda doimiy ish joyingiz va muntazam daromadingiz yo'q. To'sqinlik qildi: bandlik turingiz (ishsiz) yuqori xavfli guruhda; ish stajingiz qisqa — atigi 0 oy; bankimiz bilan tarixingiz qisqa — 5 oy, sizni hali yaxshi bilmaymiz. Foydangizga ishladi: yangi kreditsiz ham qarz yukingiz past — daromadning 11% i; barcha to'lovlardan keyin oyiga 1 762 376 so'm qoladi; xarajatlaringiz daromadning 73% i — tejamkor. Nima qilish mumkin: Rasmiy ish joyi va muntazam daromad tasdiqlangach murojaat qiling — bu asosiy shart.","Rad etildi: Bandlik holati: ishsiz — doimiy daromad manbai yo'q; Yangi to'lov daromadning 36.2% ini oladi — shift 35.0%. Ballga eng ko'p salbiy ta'sir: Bandlik turi (-68 ball), Ish staji (oy) (-15 ball). Yakuniy ball 546.",Bandlik turi (-68 ball),0,0,0.4732,0.3616,0.1005,v1
AP002409,646.4,0.02443,MAQULLANDI,"Tabriklaymiz — kredit ma'qullandi. 6 146 517 so'm miqdorida kredit tasdiqlandi. Oylik to'lov taxminan 337 373 so'm bo'ladi. To'sqinlik qildi: bankimiz bilan tarixingiz qisqa — 1 yil 1 oy, sizni hali yaxshi bilmaymiz; xarajatlaringiz daromadning 70% ini yeb qo'yadi; bank hisobingizdagi tushum deklaratsiya bilan mos. Foydangizga ishladi: ish stajingiz uzoq — 10 yil; bandlik turingiz (byudjet) barqaror daromad beradi; barcha to'lovlardan keyin oyiga 10 181 149 so'm qoladi. Nima qilish mumkin: Qo'shimcha shart yo'q — hujjatlarni tasdiqlash uchun bank xodimi siz bilan bog'lanadi.","Ma'qullandi: ball 646 (PD 2.4%), DTI 3.2% shift ichida. Asosiy ijobiy omillar: Ish staji (oy) (+13 ball), Bandlik turi (+11 ball), To'lovlardan keyingi erkin pul (+9 ball). Tasdiqlangan summa 6 146 517 so'm.",Bank bilan tarix (oy) (-4 ball),6146517,67000000,0.0321,0.0321,0.0362,v1
AP002410,649.1,0.022313,MAQULLANDI,"Tabriklaymiz — kredit ma'qullandi. 21 916 568 so'm miqdorida kredit tasdiqlandi. Oylik to'lov taxminan 1 202 967 so'm bo'ladi. To'sqinlik qildi: oxirgi oylarda daromadingiz kamaygan; bankimiz bilan tarixingiz qisqa — 1 yil 3 oy, sizni hali yaxshi bilmaymiz. Foydangizga ishladi: bank hisobingizdagi tushum deklaratsiya bilan mos; oylik daromadingiz 6 843 246 so'm — yetarli daraja; bandlik turingiz (qurilish) barqaror daromad beradi. Nima qilish mumkin: Qo'shimcha shart yo'q — hujjatlarni tasdiqlash uchun bank xodimi siz bilan bog'lanadi.","Ma'qullandi: ball 649 (PD 2.2%), DTI 18.9% shift ichida. Asosiy ijobiy omillar: Bank oqimi / deklaratsiya (+14 ball), Oylik daromad medianasi (+12 ball), Bandlik turi (+9 ball). Tasdiqlangan summa 21 916 568 so'm.",Daromad trendi (2-yarim/1-yarim) (-7 ball),21916568,43600000,0.1894,0.1758,0.1741,v1
AP002411,640.3,0.030018,MAQULLANDI,Tabriklaymiz — kredit ma'qullandi. 2 471 301 so'm miqdorida kredit tasdiqlandi. Oylik to'lov taxminan 238 495 so'm bo'ladi. To'sqinlik qildi: mavjud qarz qoldig'i yillik daromadingizdan 0.4 barobar. Foydangizga ishladi: bank hisobingizdagi tushum deklaratsiya bilan mos; oylik daromadingiz 6 210 150 so'm — yetarli daraja; barcha to'lovlardan keyin oyiga 4 574 048 so'm qoladi. Nima qilish mumkin: Qo'shimcha shart yo'q — hujjatlarni tasdiqlash uchun bank xodimi siz bilan bog'lanadi.,"Ma'qullandi: ball 640 (PD 3.0%), DTI 26.3% shift ichida. Asosiy ijobiy omillar: Bank oqimi / deklaratsiya (+14 ball), Oylik daromad medianasi (+12 ball), To'lovlardan keyingi erkin pul (+8 ball). Tasdiqlangan summa 2 471 301 so'm.",Qarz qoldig'i / yillik daromad (-11 ball),2471301,17600000,0.2635,0.0384,0.0267,v1
AP002412,629.2,0.04344,QOLDA_KORIB_CHIQISH,"Arizangiz bank xodimiga ko'rib chiqishga yuborildi. So'ragan 13 862 498 so'm ni to'liq bera olmaymiz, lekin 12 800 000 so'm sizning to'lov qobiliyatingizga to'g'ri keladi — bunda oylik to'lov 1 235 277 so'm bo'ladi. Yakuniy qarorni bank xodimi tasdiqlaydi. To'sqinlik qildi: bankimiz bilan tarixingiz qisqa — 1 yil 4 oy, sizni hali yaxshi bilmaymiz; xarajatlaringiz daromadning 71% ini yeb qo'yadi; bank hisobingizdagi tushum deklaratsiya bilan mos. Foydangizga ishladi: oxirgi oylarda daromadingiz o'sgan; barcha to'lovlardan keyin oyiga 2 218 192 so'm qoladi; ish stajingiz uzoq — 7 yil 3 oy. Nima qilish mumkin: To'lov qobiliyatingiz 12 800 000 so'm ga yetadi. Shu summani so'rasangiz, ariza qo'lda ko'rib chiqishga tushadi. Muddatni uzaytiring (hozir 1 yil) — oylik to'lov kamayadi va qarz yuki chegara ichiga tushadi.","Qo'lda ko'rib chiqish: Yangi to'lov daromadning 37.6% ini oladi — shift 35.0%; Ball 629 — avtomatik ma'qullash chegarasi 630 dan past. Diqqat talab qiladigan omillar: Bank bilan tarix (oy) (-4), Sarf intensivligi (chiqim/kirim) (-4). Ball 629, tavsiya etilgan limit 12 800 000 so'm.",Bank bilan tarix (oy) (-4 ball),12800000,0,0.3762,0.3762,0.0354,v1
AP002413,557.5,0.352917,RAD_ETILDI,"Afsuski, hozircha kredit bera olmaymiz. Sabab: hozirgi daromadingiz mavjud to'lovlardan keyin yangi kreditni ko'tara olmaydi. To'sqinlik qildi: yangi kreditgacha ham mavjud to'lovlaringiz daromadning 152% ini oladi; barcha to'lovlardan keyin qo'lingizda pul umuman qolmaydi; mavjud qarz qoldig'i yillik daromadingizdan 1.1 barobar. Foydangizga ishladi: bandlik turingiz (byudjet) barqaror daromad beradi; oxirgi oylarda daromadingiz o'sgan; ish stajingiz uzoq — 13 yil 8 oy. Nima qilish mumkin: Mavjud kreditlaringizdan birini yopsangiz, qarz yuki pasayadi va limit sezilarli oshadi.","Rad etildi: So'ralgan summada DTI 255.4% — shift 50.0%; to'lov qobiliyati qolmagan; Yangi to'lov daromadning 103.6% ini oladi — shift 35.0%. Ballga eng ko'p salbiy ta'sir: Mavjud qarz yuki (yangi kreditsiz) (-19 ball), To'lovlardan keyingi erkin pul (-15 ball). Yakuniy ball 557.",Mavjud qarz yuki (yangi kreditsiz) (-19 ball),0,0,2.5541,1.0358,0.0363,v1
AP002414,636.4,0.034148,MAQULLANDI,Tabriklaymiz — kredit ma'qullandi. 36 750 911 so'm miqdorida kredit tasdiqlandi. Oylik to'lov taxminan 2 017 202 so'm bo'ladi. To'sqinlik qildi: daromadning 20% i naqd yechib olinadi — bank uchun bu ko'rinmas pul; xarajatlaringiz daromadning 68% ini yeb qo'yadi; bank hisobingizdagi tushum deklaratsiya bilan mos. Foydangizga ishladi: bandlik turingiz (byudjet) barqaror daromad beradi; barcha to'lovlardan keyin oyiga 9 859 312 so'm qoladi; oylik daromadingiz 11 876 514 so'm — yetarli daraja. Nima qilish mumkin: Qo'shimcha shart yo'q — hujjatlarni tasdiqlash uchun bank xodimi siz bilan bog'lanadi.,"Ma'qullandi: ball 636 (PD 3.4%), DTI 17.0% shift ichida. Asosiy ijobiy omillar: Bandlik turi (+11 ball), To'lovlardan keyingi erkin pul (+9 ball), Oylik daromad medianasi (+9 ball). Tasdiqlangan summa 36 750 911 so'm.",Naqd yechish ulushi (-4 ball),36750911,75700000,0.1698,0.1698,0.0282,v1
AP002415,615.1,0.069002,QOLDA_KORIB_CHIQISH,"Arizangiz bank xodimiga ko'rib chiqishga yuborildi. So'ragan 10 231 942 so'm ni to'liq bera olmaymiz, lekin 2 300 000 so'm sizning to'lov qobiliyatingizga to'g'ri keladi — bunda oylik to'lov 221 964 so'm bo'ladi. Yakuniy qarorni bank xodimi tasdiqlaydi. To'sqinlik qildi: mavjud qarz qoldig'i yillik daromadingizdan 0.3 barobar; oxirgi oylarda daromadingiz kamaygan; bankimiz bilan tarixingiz qisqa — 8 oy, sizni hali yaxshi bilmaymiz. Foydangizga ishladi: bank hisobingizdagi tushum deklaratsiya bilan mos; yangi kreditsiz ham qarz yukingiz past — daromadning 46% i; barcha to'lovlardan keyin oyiga 1 896 500 so'm qoladi. Nima qilish mumkin: To'lov qobiliyatingiz 2 300 000 so'm ga yetadi. Shu summani so'rasangiz, ariza qo'lda ko'rib chiqishga tushadi. Muddatni uzaytiring (hozir 1 yil) — oylik to'lov kamayadi va qarz yuki chegara ichiga tushadi. Mavjud kreditlaringizdan birini yopsangiz, qarz yuki pasayadi va limit sezilarli oshadi.","Qo'lda ko'rib chiqish: So'ralgan summada DTI 64.4% — shift 50.0%; taklif: 2 300 000 so'm; Ball 615 — avtomatik ma'qullash chegarasi 630 dan past. Diqqat talab qiladigan omillar: Qarz qoldig'i / yillik daromad (-11), Daromad trendi (2-yarim/1-yarim) (-7). Ball 615, tavsiya etilgan limit 2 300 000 so'm.",Qarz qoldig'i / yillik daromad (-11 ball),2300000,0,0.6435,0.1856,0.1887,v1
AP002416,560.4,0.329979,RAD_ETILDI,"Afsuski, hozircha kredit bera olmaymiz. Sabab: umumiy risk bahosi bankimiz chegarasidan yuqori chiqdi — quyidagi omillar hal qiluvchi bo'ldi. To'sqinlik qildi: barcha to'lovlardan keyin qo'lingizda pul umuman qolmaydi; mavjud qarz qoldig'i yillik daromadingizdan 0.9 barobar; oylik daromadingiz 2 080 927 so'm — so'ralgan summa uchun kam. Foydangizga ishladi: yangi kreditsiz ham qarz yukingiz past — daromadning 29% i; ish stajingiz uzoq — 7 yil 3 oy; bankimiz bilan tarixingiz uzoq — 8 yil 5 oy. Nima qilish mumkin: To'lov qobiliyatingiz 2 400 000 so'm ga yetadi. Shu summani so'rasangiz, ariza qo'lda ko'rib chiqishga tushadi. Muddatni uzaytiring (hozir 6 oy) — oylik to'lov kamayadi va qarz yuki chegara ichiga tushadi. Mavjud kreditlaringizdan birini yopsangiz, qarz yuki pasayadi va limit sezilarli oshadi.","Rad etildi: Defolt ehtimoli 33.0% — shift 20.0%; Ball 560.4 — minimal chegara 580. Ballga eng ko'p salbiy ta'sir: To'lovlardan keyingi erkin pul (-15 ball), Qarz qoldig'i / yillik daromad (-11 ball). Yakuniy ball 560.",To'lovlardan keyingi erkin pul (-15 ball),0,0,3.2704,2.9788,0.0375,v1
AP002417,657.2,0.016947,MAQULLANDI,"Tabriklaymiz — kredit ma'qullandi. 11 548 682 so'm miqdorida kredit tasdiqlandi. Oylik to'lov taxminan 1 114 517 so'm bo'ladi. To'sqinlik qildi: bankimiz bilan tarixingiz qisqa — 5 oy, sizni hali yaxshi bilmaymiz. Foydangizga ishladi: bank hisobingizdagi tushum deklaratsiya bilan mos; yangi kreditsiz ham qarz yukingiz past — daromadning 7% i; barcha to'lovlardan keyin oyiga 3 930 553 so'm qoladi. Nima qilish mumkin: Qo'shimcha shart yo'q — hujjatlarni tasdiqlash uchun bank xodimi siz bilan bog'lanadi.","Ma'qullandi: ball 657 (PD 1.7%), DTI 27.7% shift ichida. Asosiy ijobiy omillar: Bank oqimi / deklaratsiya (+14 ball), Mavjud qarz yuki (yangi kreditsiz) (+14 ball), To'lovlardan keyingi erkin pul (+8 ball). Tasdiqlangan summa 11 548 682 so'm.",Bank bilan tarix (oy) (-4 ball),11548682,19700000,0.2772,0.205,0.0302,v1
AP002418,612.7,0.074589,QOLDA_KORIB_CHIQISH,"Arizangiz bank xodimiga ko'rib chiqishga yuborildi. So'ragan 18 482 786 so'm ni to'liq bera olmaymiz, lekin 17 400 000 so'm sizning to'lov qobiliyatingizga to'g'ri keladi — bunda oylik to'lov 3 141 384 so'm bo'ladi. Yakuniy qarorni bank xodimi tasdiqlaydi. To'sqinlik qildi: ish stajingiz qisqa — atigi 6 oy; bankimiz bilan tarixingiz qisqa — 9 oy, sizni hali yaxshi bilmaymiz; oxirgi oylarda daromadingiz kamaygan. Foydangizga ishladi: bandlik turingiz (xususiy) barqaror daromad beradi; oylik daromadingiz 9 015 622 so'm — yetarli daraja; barcha to'lovlardan keyin oyiga 5 678 752 so'm qoladi. Nima qilish mumkin: To'lov qobiliyatingiz 17 400 000 so'm ga yetadi. Shu summani so'rasangiz, ariza qo'lda ko'rib chiqishga tushadi. Muddatni uzaytiring (hozir 6 oy) — oylik to'lov kamayadi va qarz yuki chegara ichiga tushadi.","Qo'lda ko'rib chiqish: Yangi to'lov daromadning 37.0% ini oladi — shift 35.0%; Ball 613 — avtomatik ma'qullash chegarasi 630 dan past. Diqqat talab qiladigan omillar: Ish staji (oy) (-15), Bank bilan tarix (oy) (-4). Ball 613, tavsiya etilgan limit 17 400 000 so'm.",Ish staji (oy) (-15 ball),17400000,0,0.3701,0.3701,0.3315,v1
AP002419,632.0,0.039604,MAQULLANDI,Tabriklaymiz — kredit ma'qullandi. 11 963 863 so'm miqdorida kredit tasdiqlandi. Oylik to'lov taxminan 656 678 so'm bo'ladi. To'sqinlik qildi: oxirgi oylarda daromadingiz kamaygan; oila a'zosiga oyiga atigi 503 472 so'm to'g'ri keladi; xarajatlaringiz daromadning 68% ini yeb qo'yadi. Foydangizga ishladi: yangi kreditsiz ham qarz yukingiz past — daromadning 12% i; bandlik turingiz (xususiy) barqaror daromad beradi; ish stajingiz uzoq — 9 yil 2 oy. Nima qilish mumkin: Qo'shimcha shart yo'q — hujjatlarni tasdiqlash uchun bank xodimi siz bilan bog'lanadi.,"Ma'qullandi: ball 632 (PD 4.0%), DTI 30.4% shift ichida. Asosiy ijobiy omillar: Mavjud qarz yuki (yangi kreditsiz) (+14 ball), Bandlik turi (+9 ball), Ish staji (oy) (+5 ball). Tasdiqlangan summa 11 963 863 so'm.",Daromad trendi (2-yarim/1-yarim) (-7 ball),11963863,22400000,0.304,0.1863,0.195,v1
AP002420,527.6,0.605801,RAD_ETILDI,"Afsuski, hozircha kredit bera olmaymiz. Sabab: hozirgi daromadingiz mavjud to'lovlardan keyin yangi kreditni ko'tara olmaydi. To'sqinlik qildi: yangi kreditgacha ham mavjud to'lovlaringiz daromadning 90% ini oladi; barcha to'lovlardan keyin qo'lingizda pul umuman qolmaydi; ish stajingiz qisqa — atigi 2 yil 2 oy. Foydangizga ishladi: pul harakatingiz shaffof, naqd yechish kam; bankimiz bilan tarixingiz uzoq — 8 yil 5 oy; bandlik turingiz (o'z_ishi) barqaror daromad beradi. Nima qilish mumkin: Mavjud kreditlaringizdan birini yopsangiz, qarz yuki pasayadi va limit sezilarli oshadi.","Rad etildi: So'ralgan summada DTI 228.0% — shift 50.0%; to'lov qobiliyati qolmagan; Yangi to'lov daromadning 137.9% ini oladi — shift 35.0%. Ballga eng ko'p salbiy ta'sir: Mavjud qarz yuki (yangi kreditsiz) (-19 ball), To'lovlardan keyingi erkin pul (-15 ball). Yakuniy ball 528.",Mavjud qarz yuki (yangi kreditsiz) (-19 ball),0,0,2.2797,1.3793,0.2589,v1
AP002421,621.5,0.055944,QOLDA_KORIB_CHIQISH,Arizangiz bank xodimiga ko'rib chiqishga yuborildi. Ko'rsatkichlaringiz chegaraviy zonada — avtomatik qaror o'rniga bank xodimi arizangizni qo'lda ko'rib chiqadi. To'sqinlik qildi: bank hisobingizdagi tushum deklaratsiya bilan mos; oylik daromadingiz 2 967 431 so'm — so'ralgan summa uchun kam; oxirgi oylarda daromadingiz kamaygan. Foydangizga ishladi: bandlik turingiz (xususiy) barqaror daromad beradi; xarajatlaringiz daromadning 68% i — tejamkor; ish stajingiz uzoq — 8 yil 2 oy. Nima qilish mumkin: Qo'shimcha shart yo'q — hujjatlarni tasdiqlash uchun bank xodimi siz bilan bog'lanadi.,"Qo'lda ko'rib chiqish: Ball 622 — avtomatik ma'qullash chegarasi 630 dan past. Diqqat talab qiladigan omillar: Bank oqimi / deklaratsiya (-11), Oylik daromad medianasi (-3). Ball 622, tavsiya etilgan limit 9 794 240 so'm.",Bank oqimi / deklaratsiya (-11 ball),9794240,0,0.1812,0.1812,0.2674,v1
AP002422,650.7,0.021111,MAQULLANDI,Tabriklaymiz — kredit ma'qullandi. 21 540 330 so'm miqdorida kredit tasdiqlandi. Oylik to'lov taxminan 670 676 so'm bo'ladi. To'sqinlik qildi: oxirgi oylarda daromadingiz kamaygan. Foydangizga ishladi: barcha to'lovlardan keyin oyiga 10 346 332 so'm qoladi; bandlik turingiz (qurilish) barqaror daromad beradi; oylik daromadingiz 11 017 008 so'm — yetarli daraja. Nima qilish mumkin: Qo'shimcha shart yo'q — hujjatlarni tasdiqlash uchun bank xodimi siz bilan bog'lanadi.,"Ma'qullandi: ball 651 (PD 2.1%), DTI 6.1% shift ichida. Asosiy ijobiy omillar: To'lovlardan keyingi erkin pul (+9 ball), Bandlik turi (+9 ball), Oylik daromad medianasi (+9 ball). Tasdiqlangan summa 21 540 330 so'm.",Daromad trendi (2-yarim/1-yarim) (-2 ball),21540330,123800000,0.0609,0.0609,0.2346,v1
AP002423,656.1,0.017598,MAQULLANDI,Tabriklaymiz — kredit ma'qullandi. 5 747 058 so'm miqdorida kredit tasdiqlandi. Oylik to'lov taxminan 178 939 so'm bo'ladi. To'sqinlik qildi: xarajatlaringiz daromadning 70% ini yeb qo'yadi. Foydangizga ishladi: bank hisobingizdagi tushum deklaratsiya bilan mos; barcha to'lovlardan keyin oyiga 12 198 539 so'm qoladi; bandlik turingiz (xususiy) barqaror daromad beradi. Nima qilish mumkin: Qo'shimcha shart yo'q — hujjatlarni tasdiqlash uchun bank xodimi siz bilan bog'lanadi.,"Ma'qullandi: ball 656 (PD 1.8%), DTI 1.4% shift ichida. Asosiy ijobiy omillar: Bank oqimi / deklaratsiya (+14 ball), To'lovlardan keyingi erkin pul (+9 ball), Bandlik turi (+9 ball). Tasdiqlangan summa 5 747 058 so'm.",Sarf intensivligi (chiqim/kirim) (-2 ball),5747058,139100000,0.0145,0.0145,0.0343,v1
AP002424,614.5,0.070315,QOLDA_KORIB_CHIQISH,"Arizangiz bank xodimiga ko'rib chiqishga yuborildi. So'ragan 21 400 567 so'm ni to'liq bera olmaymiz, lekin 1 100 000 so'm sizning to'lov qobiliyatingizga to'g'ri keladi — bunda oylik to'lov 34 249 so'm bo'ladi. Yakuniy qarorni bank xodimi tasdiqlaydi. To'sqinlik qildi: bank hisobingizdagi tushum deklaratsiya bilan mos; daromadning 20% i naqd yechib olinadi — bank uchun bu ko'rinmas pul; bankimiz bilan tarixingiz qisqa — 1 yil 9 oy, sizni hali yaxshi bilmaymiz. Foydangizga ishladi: yangi kreditsiz ham qarz yukingiz past — daromadning 49% i; barcha to'lovlardan keyin oyiga 1 233 259 so'm qoladi; xarajatlaringiz daromadning 73% i — tejamkor. Nima qilish mumkin: To'lov qobiliyatingiz 1 100 000 so'm ga yetadi. Shu summani so'rasangiz, ariza qo'lda ko'rib chiqishga tushadi. Mavjud kreditlaringizdan birini yopsangiz, qarz yuki pasayadi va limit sezilarli oshadi.","Qo'lda ko'rib chiqish: So'ralgan summada DTI 66.9% — shift 50.0%; taklif: 1 100 000 so'm; Ball 614 — avtomatik ma'qullash chegarasi 630 dan past. Diqqat talab qiladigan omillar: Bank oqimi / deklaratsiya (-11), Naqd yechish ulushi (-4). Ball 614, tavsiya etilgan limit 1 100 000 so'm.",Bank oqimi / deklaratsiya (-11 ball),1100000,0,0.6689,0.1789,0.3097,v1
AP002425,653.3,0.019329,MAQULLANDI,Tabriklaymiz — kredit ma'qullandi. 3 330 783 so'm miqdorida kredit tasdiqlandi. Oylik to'lov taxminan 137 773 so'm bo'ladi. To'sqinlik qildi: oxirgi oylarda daromadingiz kamaygan. Foydangizga ishladi: yangi kreditsiz ham qarz yukingiz past — daromadning 8% i; barcha to'lovlardan keyin oyiga 9 067 620 so'm qoladi; bandlik turingiz (qurilish) barqaror daromad beradi. Nima qilish mumkin: Qo'shimcha shart yo'q — hujjatlarni tasdiqlash uchun bank xodimi siz bilan bog'lanadi.,"Ma'qullandi: ball 653 (PD 1.9%), DTI 9.6% shift ichida. Asosiy ijobiy omillar: Mavjud qarz yuki (yangi kreditsiz) (+14 ball), To'lovlardan keyingi erkin pul (+9 ball), Bandlik turi (+9 ball). Tasdiqlangan summa 3 330 783 so'm.",Daromad trendi (2-yarim/1-yarim) (-7 ball),3330783,84800000,0.0959,0.0137,0.2991,v1
AP002426,639.4,0.030935,MAQULLANDI,Tabriklaymiz — kredit ma'qullandi. 19 633 235 so'm miqdorida kredit tasdiqlandi. Oylik to'lov taxminan 611 297 so'm bo'ladi. To'sqinlik qildi: ish stajingiz qisqa — atigi 1 yil 2 oy; bank hisobingizdagi tushum deklaratsiya bilan mos. Foydangizga ishladi: yangi kreditsiz ham qarz yukingiz past — daromadning 14% i; bandlik turingiz (xususiy) barqaror daromad beradi; oxirgi oylarda daromadingiz o'sgan. Nima qilish mumkin: Qo'shimcha shart yo'q — hujjatlarni tasdiqlash uchun bank xodimi siz bilan bog'lanadi.,"Ma'qullandi: ball 639 (PD 3.1%), DTI 27.8% shift ichida. Asosiy ijobiy omillar: Mavjud qarz yuki (yangi kreditsiz) (+14 ball), Bandlik turi (+9 ball), Daromad trendi (2-yarim/1-yarim) (+8 ball). Tasdiqlangan summa 19 633 235 so'm.",Ish staji (oy) (-15 ball),19633235,48100000,0.2783,0.1428,0.031,v1
AP002427,528.0,0.602426,RAD_ETILDI,"Afsuski, hozircha kredit bera olmaymiz. Sabab: hozirda doimiy ish joyingiz va muntazam daromadingiz yo'q. To'sqinlik qildi: bandlik turingiz (ishsiz) yuqori xavfli guruhda; ish stajingiz qisqa — atigi 0 oy; bank hisobingizdagi tushum deklaratsiya bilan mos. Foydangizga ishladi: barcha to'lovlardan keyin oyiga 3 465 097 so'm qoladi; yangi kreditsiz ham qarz yukingiz past — daromadning 0% i; mavjud qarz qoldig'i yillik daromadingizga nisbatan kichik. Nima qilish mumkin: Rasmiy ish joyi va muntazam daromad tasdiqlangach murojaat qiling — bu asosiy shart.","Rad etildi: Bandlik holati: ishsiz — doimiy daromad manbai yo'q; Defolt ehtimoli 60.2% — shift 20.0%. Ballga eng ko'p salbiy ta'sir: Bandlik turi (-68 ball), Ish staji (oy) (-15 ball). Yakuniy ball 528.",Bandlik turi (-68 ball),0,0,0.2568,0.2568,0.0324,v1
AP002428,621.5,0.056045,QOLDA_KORIB_CHIQISH,"Arizangiz bank xodimiga ko'rib chiqishga yuborildi. So'ragan 58 976 918 so'm ni to'liq bera olmaymiz, lekin 42 000 000 so'm sizning to'lov qobiliyatingizga to'g'ri keladi — bunda oylik to'lov 1 307 704 so'm bo'ladi. Yakuniy qarorni bank xodimi tasdiqlaydi. To'sqinlik qildi: bank hisobingizdagi tushum deklaratsiya bilan mos. Foydangizga ishladi: barcha to'lovlardan keyin oyiga 1 906 511 so'm qoladi; yangi kreditsiz ham qarz yukingiz past — daromadning 0% i; mavjud qarz qoldig'i yillik daromadingizga nisbatan kichik. Nima qilish mumkin: To'lov qobiliyatingiz 42 000 000 so'm ga yetadi. Shu summani so'rasangiz, ariza qo'lda ko'rib chiqishga tushadi.","Qo'lda ko'rib chiqish: Yangi to'lov daromadning 49.1% ini oladi — shift 35.0%; Ball 621 — avtomatik ma'qullash chegarasi 630 dan past. Diqqat talab qiladigan omillar: Bank oqimi / deklaratsiya (-2), Daromad trendi (2-yarim/1-yarim) (-2). Ball 621, tavsiya etilgan limit 42 000 000 so'm.",Bank oqimi / deklaratsiya (-2 ball),42000000,0,0.4906,0.4906,0.0297,v1
AP002429,546.6,0.442705,RAD_ETILDI,"Afsuski, hozircha kredit bera olmaymiz. Sabab: hozirgi daromadingiz mavjud to'lovlardan keyin yangi kreditni ko'tara olmaydi. To'sqinlik qildi: yangi kreditgacha ham mavjud to'lovlaringiz daromadning 123% ini oladi; barcha to'lovlardan keyin qo'lingizda pul umuman qolmaydi; ish stajingiz qisqa — atigi 4 oy. Foydangizga ishladi: bandlik turingiz (xususiy) barqaror daromad beradi; xarajatlaringiz daromadning 67% i — tejamkor. Nima qilish mumkin: Mavjud kreditlaringizdan birini yopsangiz, qarz yuki pasayadi va limit sezilarli oshadi. Daromadingizni muntazam bank hisobiga o'tkazing — barqaror oqim ballni oshiradi.","Rad etildi: So'ralgan summada DTI 500.0% — shift 50.0%; to'lov qobiliyati qolmagan; Yangi to'lov daromadning 409.1% ini oladi — shift 35.0%. Ballga eng ko'p salbiy ta'sir: Mavjud qarz yuki (yangi kreditsiz) (-19 ball), To'lovlardan keyingi erkin pul (-15 ball). Yakuniy ball 547.",Mavjud qarz yuki (yangi kreditsiz) (-19 ball),0,0,5.0,4.0905,0.358,v1
